ENSP00000000233	9	10	6	12	2	10	11	13	3	9	22	11	6	7	4	8	14	4	5	14
ENSP00000000412	15	15	13	14	9	22	9	25	7	9	29	14	6	14	8	20	10	4	9	25
ENSP00000001008	42	20	16	19	5	59	21	32	8	20	40	44	11	19	16	28	18	4	16	21
ENSP00000002165	23	17	20	20	6	31	17	34	13	21	52	25	7	27	32	29	25	25	19	24
ENSP00000002596	16	22	12	16	2	18	16	16	16	11	38	16	6	17	22	17	9	5	12	20
ENSP00000003084	83	78	54	58	18	93	67	84	25	119	183	92	37	85	45	123	83	23	40	90
ENSP00000004103	29	14	3	8	5	9	7	14	5	11	35	7	8	8	8	19	17	8	9	11
ENSP00000004982	24	11	0	5	1	13	5	9	7	3	16	3	1	6	22	10	4	1	3	16
ENSP00000005178	24	20	20	24	6	21	19	18	12	25	43	20	13	19	24	38	17	2	17	29
ENSP00000005226	29	37	13	34	4	60	27	46	11	35	53	40	11	16	24	34	15	5	13	45
ENSP00000005257	17	15	10	15	3	21	7	11	1	9	14	21	6	10	3	12	7	1	6	17
ENSP00000005260	39	25	30	18	6	44	13	23	12	27	39	44	12	14	35	46	37	3	15	29
ENSP00000005284	22	26	10	14	6	14	6	19	11	21	22	14	7	22	12	37	21	3	11	17
ENSP00000005286	112	75	10	37	17	89	40	87	27	15	109	20	10	23	103	64	57	21	13	94
ENSP00000005340	46	50	22	36	5	49	16	74	20	22	52	18	23	20	82	94	38	6	21	42
ENSP00000005374	10	4	10	8	4	18	9	16	2	11	13	16	5	7	8	14	11	3	8	11
ENSP00000005587	22	13	8	39	4	35	15	20	4	20	24	32	7	15	22	28	10	6	20	15
ENSP00000005756	18	19	11	22	13	18	6	23	10	23	33	17	12	16	12	17	16	0	9	22
ENSP00000005995	23	15	11	12	10	11	14	30	8	13	36	9	7	13	21	27	12	13	12	17
ENSP00000006015	32	24	12	12	6	21	12	20	6	5	18	15	5	12	25	39	18	2	16	13
ENSP00000006053	41	20	6	10	8	27	25	33	10	10	32	12	10	8	40	38	31	7	4	25
ENSP00000006526	35	16	10	13	11	16	15	32	13	17	33	4	5	12	18	25	15	7	8	29
ENSP00000007264	20	25	5	18	11	19	11	21	11	7	36	10	4	9	31	22	20	5	8	19
ENSP00000007390	38	30	6	17	10	25	11	35	4	5	30	11	3	11	24	18	8	4	5	17
ENSP00000007699	39	40	12	11	1	22	21	44	2	7	5	12	2	12	58	17	23	2	5	29
ENSP00000007722	72	68	46	52	21	57	49	89	23	38	127	33	27	35	63	68	57	16	36	74
ENSP00000007735	22	30	28	16	22	46	31	11	3	14	51	12	2	7	13	39	22	2	11	22
ENSP00000008391	36	27	15	19	11	25	23	36	25	12	55	21	7	13	21	43	32	0	14	17
ENSP00000008440	24	24	34	23	10	35	22	27	17	18	37	38	8	16	25	56	20	9	13	33
ENSP00000008527	35	37	27	27	14	37	23	48	13	32	60	31	11	26	35	43	25	17	20	25
ENSP00000008938	18	13	10	5	7	6	12	17	9	6	21	3	6	3	12	16	7	6	8	11
ENSP00000009180	17	5	9	8	10	13	7	21	3	24	20	16	8	19	4	9	9	3	7	16
ENSP00000009530	12	17	14	12	8	17	17	19	11	5	35	17	15	7	28	20	16	4	8	14
ENSP00000010132	28	21	21	26	10	34	28	23	18	25	52	52	10	28	28	37	29	4	18	28
ENSP00000010299	20	12	10	10	17	22	29	12	8	13	23	42	6	8	10	26	19	1	11	8
ENSP00000011292	30	16	12	25	2	25	18	29	14	30	37	20	6	23	17	34	29	8	19	25
ENSP00000011473	19	6	13	7	6	7	8	19	3	19	25	12	5	18	17	20	17	6	11	21
ENSP00000011619	66	30	36	30	15	34	42	68	24	25	55	26	19	22	77	69	32	5	20	34
ENSP00000011653	22	19	17	13	11	26	34	30	7	18	63	43	7	15	21	38	28	10	3	33
ENSP00000011691	6	5	5	3	2	7	6	3	2	5	7	3	2	1	2	4	4	1	3	6
ENSP00000012443	36	23	23	31	10	40	21	33	13	24	43	39	15	22	22	25	22	3	27	27
ENSP00000013034	8	8	5	8	3	13	5	15	4	10	11	10	5	8	6	7	5	3	4	14
ENSP00000013070	25	17	17	34	24	44	22	26	5	13	35	34	9	14	15	30	16	4	16	25
ENSP00000013807	25	13	7	16	6	19	17	18	4	9	37	19	3	10	28	18	17	2	8	21
ENSP00000014914	25	16	10	14	7	15	11	22	5	18	49	16	9	26	17	24	25	8	13	27
ENSP00000014930	16	9	5	10	2	16	6	18	0	8	10	16	7	8	12	9	11	4	9	13
ENSP00000016171	33	30	5	8	6	18	16	31	10	15	65	14	13	17	25	28	24	11	14	27
ENSP00000017003	71	66	22	45	14	47	42	63	22	19	94	32	14	33	68	59	47	22	25	60
ENSP00000019103	27	26	17	13	16	22	20	24	14	26	63	11	11	26	18	35	16	12	12	31
ENSP00000020926	36	20	14	18	11	30	21	25	14	10	57	29	7	6	27	31	26	7	7	30
ENSP00000020945	15	11	8	9	14	13	9	11	17	10	22	22	4	10	20	38	14	2	10	9
